"payslipId","employeeNumber","employeeName","position","periodStart",  "periodEnd","totalHours","hourlyRate","grossPay", "riceSubsidy","phoneAllowance","clothingAllowance","sss","philhealth","pagibig","tax","netPay"
"10017-2024-12-C2","10017","Selena  De Leon","account team leader","2024-12-16","2024-12-31","104.21","249.11","25959.75","750.0","400.0","400.0","1125.0","725.62","967.49","5555.89","19135.75"
"10018-2024-12-C1","10018","Allison  San Jose","account rank and file","2024-12-01","2024-12-15","96.68","133.93","12948.35","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14198.35"
"10018-2024-12-C2","10018","Allison  San Jose","account rank and file","2024-12-16","2024-12-31","103.15","133.93","13814.88","750.0","250.0","250.0","1125.0","401.45","535.26","773.7","12229.47"
"10019-2024-12-C1","10019","Cydney  Rosario","account rank and file","2024-12-01","2024-12-15","89.28","133.93","11957.27","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13207.27"
"10019-2024-12-C2","10019","Cydney  Rosario","account rank and file","2024-12-16","2024-12-31","105.59","133.93","14141.67","750.0","250.0","250.0","1125.0","391.48","521.98","645.5","12707.71"
"10020-2024-12-C1","10020","Mark  Bautista","account rank and file","2024-12-01","2024-12-15","88.59","138.39","12259.97","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13509.97"
"10020-2024-12-C2","10020","Mark  Bautista","account rank and file","2024-12-16","2024-12-31","104.7","138.39","14489.43","750.0","250.0","250.0","1125.0","401.24","534.99","771.03","12907.17"
"10021-2024-12-C1","10021","Darlene  Lazaro","account rank and file","2024-12-01","2024-12-15","96.22","138.39","13315.89","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14565.89"
"10021-2024-12-C2","10021","Darlene  Lazaro","account rank and file","2024-12-16","2024-12-31","110.95","138.39","15354.37","750.0","250.0","250.0","1125.0","430.05","573.41","1141.76","13334.150000000001"
"10022-2024-12-C1","10022","Kolby  Delos Santos","account rank and file","2024-12-01","2024-12-15","86.6","142.86","12371.68","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13621.68"
"10022-2024-12-C2","10022","Kolby  Delos Santos","account rank and file","2024-12-16","2024-12-31","109.06","142.86","15580.31","750.0","250.0","250.0","1125.0","419.28","559.04","1003.13","13723.859999999997"
"10023-2024-12-C1","10023","Vella  Santos","account rank and file","2024-12-01","2024-12-15","86.4","133.93","11571.55","750.0","250.0","250.0","0.0","0.0","0.0","0.0","12821.55"
"10023-2024-12-C2","10023","Vella  Santos","account rank and file","2024-12-16","2024-12-31","104.44","133.93","13987.65","750.0","250.0","250.0","1125.0","383.39","511.18","541.33","12676.75"
"10024-2024-12-C1","10024","Tomas Del Rosario","account rank and file","2024-12-01","2024-12-15","88.66","133.93","11874.23","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13124.23"
"10024-2024-12-C2","10024","Tomas Del Rosario","account rank and file","2024-12-16","2024-12-31","102.35","133.93","13707.74","750.0","250.0","250.0","1125.0","383.73","511.64","545.72","12391.65"
"10025-2024-12-C1","10025","Jacklyn  Tolentino","account rank and file","2024-12-01","2024-12-15","90.71","142.86","12958.83","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14208.83"
"10025-2024-12-C2","10025","Jacklyn  Tolentino","account rank and file","2024-12-16","2024-12-31","115.44","142.86","16491.76","750.0","250.0","250.0","1125.0","441.76","589.01","1292.36","14293.629999999997"
"10026-2024-12-C1","10026","Percival  Gutierrez","account rank and file","2024-12-01","2024-12-15","93.65","147.32","13796.52","750.0","250.0","250.0","0.0","0.0","0.0","0.0","15046.52"
"10026-2024-12-C2","10026","Percival  Gutierrez","account rank and file","2024-12-16","2024-12-31","107.14","147.32","15783.86","750.0","250.0","250.0","1125.0","443.71","591.61","1317.41","13556.130000000001"
"10027-2024-12-C1","10027","Garfield  Manalaysay","account rank and file","2024-12-01","2024-12-15","89.71","147.32","13216.08","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14466.08"
"10027-2024-12-C2","10027","Garfield  Manalaysay","account rank and file","2024-12-16","2024-12-31","104.09","147.32","15334.54","750.0","250.0","250.0","1125.0","428.26","571.01","1118.67","13341.6"
"10028-2024-12-C1","10028","Lizeth  Villegas","account rank and file","2024-12-01","2024-12-15","90.92","142.86","12988.83","750.0","250.0","250.0","0.0","0.0","0.0","0.0","14238.83"
"10028-2024-12-C2","10028","Lizeth  Villegas","account rank and file","2024-12-16","2024-12-31","105.53","142.86","15076.02","750.0","250.0","250.0","1125.0","420.97","561.3","1024.92","13193.83"
"10029-2024-12-C1","10029","Carol  Ramos","account rank and file","2024-12-01","2024-12-15","94.29","133.93","12628.26","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13878.26"
"10029-2024-12-C2","10029","Carol  Ramos","account rank and file","2024-12-16","2024-12-31","108.22","133.93","14493.9","750.0","250.0","250.0","1125.0","406.83","542.44","842.98","12826.65"
"10030-2024-12-C1","10030","Emelia  Maceda","account rank and file","2024-12-01","2024-12-15","92.81","133.93","12430.04","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13680.04"
"10030-2024-12-C2","10030","Emelia  Maceda","account rank and file","2024-12-16","2024-12-31","110.51","133.93","14800.6","750.0","250.0","250.0","1125.0","408.46","544.61","863.92","13108.61"
"10031-2024-12-C1","10031","Delia  Aguilar","account rank and file","2024-12-01","2024-12-15","87.92","133.93","11775.13","750.0","250.0","250.0","0.0","0.0","0.0","0.0","13025.13"
"10031-2024-12-C2","10031","Delia  Aguilar","account rank and file","2024-12-16","2024-12-31","102.58","133.93","13738.54","750.0","250.0","250.0","1125.0","382.71","510.27","532.54","12438.02"
"10032-2024-12-C1","10032","John Rafael Castro","sales & marketing","2024-12-01","2024-12-15","88.29","313.51","27679.8","750.0","500.0","500.0","0.0","0.0","0.0","0.0","29429.8"
"10032-2024-12-C2","10032","John Rafael Castro","sales & marketing","2024-12-16","2024-12-31","102.57","313.51","32156.72","750.0","500.0","500.0","1125.0","897.55","1196.73","8321.06","22366.38"
"10033-2024-12-C1","10033","Carlos Ian Martinez","supply chain and logistics","2024-12-01","2024-12-15","91.88","313.51","28805.3","750.0","500.0","500.0","0.0","0.0","0.0","0.0","30555.3"
"10033-2024-12-C2","10033","Carlos Ian Martinez","supply chain and logistics","2024-12-16","2024-12-31","112.92","313.51","35401.55","750.0","500.0","500.0","1125.0","900.0","1284.14","9391.18","24451.230000000003"
"10034-2024-12-C1","10034","Beatriz Santos","customer service and relations","2024-12-01","2024-12-15","101.15","313.51","31711.54","750.0","500.0","500.0","0.0","0.0","0.0","0.0","33461.54"
"10034-2024-12-C2","10034","Beatriz Santos","customer service and relations","2024-12-16","2024-12-31","105.28","313.51","33006.33","750.0","500.0","500.0","1125.0","900.0","1294.36","9516.38","21920.590000000004"
